id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
4325,2,1,57.49,5,4,1
4326,2,8,188.97,5,14,1
4327,1,0,0,4,18,1
4328,3,0,0,5,16,1
4329,1,2,67.49,1,19,0
4330,1,3,46.99,5,16,0
4331,1,1,71.99,1,9,0
4332,3,2,38.99,5,1,1
4333,4,2,71.99,0,17,0
4334,2,0,0,3,14,0
4335,3,0,0,5,16,0
4336,3,1,71.99,1,28,0
4337,1,1,53.99,4,16,0
4338,2,0,0,4,10,1
4339,1,0,0,4,26,0
4340,3,1,53.99,2,13,1
4341,1,6,197.96,1,9,1
4342,1,5,69.99,0,20,0
4343,1,0,0,1,11,0
4344,2,3,60.99,6,15,0
4345,1,0,0,4,2,1
4346,1,1,52.99,1,23,0
4347,1,6,59.99,1,1,1
4348,2,0,0,6,10,0
4349,2,0,0,1,16,0
4350,1,2,60.99,2,18,0
4351,1,0,0,6,16,1
4352,1,12,63.99,0,13,0
4353,2,5,109.98,1,13,0
4354,3,9,81.49,4,12,0
4355,2,1,194.97,1,23,0
4356,1,0,0,6,1,0
4357,3,0,0,3,20,0
4358,1,0,0,7,16,1
4359,2,2,59.49,3,12,0
4360,1,0,0,5,10,0
4361,2,0,0,7,14,1
4362,3,1,62.99,5,21,0
4363,1,1,143.98,7,8,1
4364,1,0,0,1,19,0
4365,1,0,0,3,18,0
4366,2,0,0,6,13,0
4367,1,0,0,7,24,1
4368,2,1,54.99,7,28,0
4369,3,1,58.49,6,14,0
4370,3,5,54.99,5,10,1
4371,1,1,47.99,0,22,0
4372,3,0,0,1,2,1
4373,1,4,51.99,1,13,1
4374,1,1,84.98,6,15,0
4375,3,1,58.99,0,20,0
4376,1,2,66.99,0,15,0
4377,3,0,0,1,18,0
4378,1,1,55.99,0,10,0
4379,5,11,271.96,5,17,0
4380,3,0,0,4,4,1
4381,1,2,64.49,3,5,0
4382,2,1,53.49,3,23,0
4383,1,0,0,4,15,0
4384,2,0,0,1,13,0
4385,3,3,184.47,1,10,1
4386,1,0,0,4,17,0
4387,4,1,82.49,6,12,0
4388,2,1,57.49,3,17,1
4389,2,0,0,5,15,1
4390,4,0,0,1,1,1
4391,3,1,45.99,0,13,0
4392,1,2,57.99,6,13,0
4393,4,1,54.49,5,22,0
4394,2,3,197.97,3,14,1
4395,1,3,164.97,1,2,0
4396,3,0,0,4,14,0
4397,1,5,49.49,1,11,1
4398,2,0,0,0,9,0
4399,3,0,0,5,8,0
4400,2,0,0,2,7,0
4401,2,1,118.98,3,18,0
4402,3,1,77.98,5,21,0
4403,5,3,71.49,5,22,0
4404,3,0,0,5,12,0
4405,2,9,51.99,3,16,0
4406,4,2,51.99,5,10,1
4407,1,0,0,5,15,0
4408,1,0,0,0,1,0
4409,1,3,58.99,5,12,0
4410,2,1,53.99,5,7,1
4411,1,2,66.49,2,23,1
4412,1,2,55.99,2,11,0
4413,3,2,185.97,3,13,0
4414,1,0,0,6,1,0
4415,1,1,65.99,0,9,0
4416,1,0,0,5,1,0
4417,1,2,50.99,1,18,0
4418,1,4,53.49,5,9,1
4419,2,0,0,4,11,0
4420,1,0,0,2,5,0
4421,3,1,65.49,1,18,1
4422,1,1,287.96,4,10,0
4423,3,7,131.98,2,17,0
4424,1,3,55.99,2,10,0
4425,3,0,0,0,19,0
4426,3,5,47.49,5,8,0
4427,3,2,169.47,7,18,0
4428,1,1,60.49,7,18,0
4429,1,8,247.96,3,2,1
4430,1,0,0,3,13,0
4431,2,2,144.98,6,26,0
4432,1,0,0,3,14,0
4433,3,3,75.99,0,14,0
4434,2,5,69.99,2,24,0
4435,2,1,63.99,7,1,1
4436,2,0,0,4,15,0
4437,1,0,0,1,17,0
4438,2,3,66.99,2,28,1
4439,3,0,0,2,20,0
4440,2,0,0,0,23,0
4441,1,0,0,0,19,0
4442,3,1,79.99,0,14,0
4443,1,0,0,3,4,1
4444,3,1,137.98,4,14,0
4445,3,3,57.99,0,13,0
4446,2,3,146.98,0,20,0
4447,3,0,0,0,12,0
4448,3,4,51.99,2,15,0
4449,2,2,62.99,4,28,0
4450,3,2,111.98,1,14,0
4451,1,0,0,1,13,0
4452,1,1,58.49,3,24,1
4453,4,0,0,4,11,1
4454,1,0,0,4,6,0
4455,3,1,108.98,6,9,0
4456,2,0,0,3,11,1
4457,2,1,51.99,5,12,1
4458,3,2,67.49,0,21,0
4459,2,2,49.49,4,22,0
4460,3,2,44.49,2,19,0
4461,2,0,0,4,23,0
4462,2,4,49.99,6,7,1
4463,1,1,45.99,0,15,0
4464,2,0,0,5,27,0
4465,1,0,0,1,4,1
4466,1,0,0,4,15,0
4467,3,1,75.99,5,12,0
4468,1,2,131.98,0,24,0
4469,3,0,0,5,18,0
4470,1,6,149.97,5,15,0
4471,1,1,66.99,5,14,0
4472,2,2,64.49,3,9,0
4473,3,1,70.99,1,16,0
4474,1,1,105.98,5,18,0
4475,1,0,0,1,15,0
4476,1,0,0,6,11,0
4477,1,5,287.96,3,11,0
4478,1,2,86.98,2,15,0
4479,5,3,57.99,4,15,0
4480,4,0,0,4,4,0
4481,1,1,75.98,0,23,1
4482,3,3,211.96,6,10,1
4483,1,2,52.49,5,10,0
4484,2,1,73.49,1,7,0
4485,3,0,0,4,13,0
4486,2,1,65.99,0,10,0
4487,2,2,206.97,6,15,0
4488,3,6,66.99,7,11,1
4489,1,6,164.97,2,8,0
4490,2,2,65.99,4,5,1
4491,2,8,56.49,5,9,1
4492,3,1,55.99,0,19,0
4493,2,0,0,0,20,0
4494,3,4,60.99,4,26,0
4495,2,1,141.98,5,4,0
4496,3,0,0,0,17,0
4497,2,4,133.98,5,20,0
4498,3,0,0,1,9,1
4499,2,2,83.98,3,13,0
4500,3,4,62.99,4,19,0
4501,2,4,58.99,6,2,0
4502,3,3,46.99,5,20,0
4503,1,0,0,2,15,0
4504,1,3,47.99,7,13,0
4505,2,0,0,6,27,1
4506,2,2,53.99,5,24,0
4507,1,1,69.99,0,22,0
4508,2,0,0,4,12,1
4509,3,5,49.99,0,18,1
4510,3,1,68.99,4,30,0
4511,1,0,0,7,14,1
4512,1,2,61.99,0,17,1
4513,1,2,120.98,7,11,0
4514,3,4,60.99,1,14,0
4515,1,1,57.99,0,9,0
4516,1,7,65.99,2,8,1
4517,2,1,67.99,5,8,0
4518,4,2,132.98,5,20,0
4519,1,0,0,0,1,0
4520,3,6,65.99,5,16,1
4521,3,0,0,1,5,1
4522,1,1,68.99,0,18,0
4523,1,0,0,1,14,0
4524,4,1,182.97,2,1,0
4525,3,5,62.49,4,6,1
4526,1,3,46.99,6,14,1
4527,3,2,62.49,0,16,1
4528,1,2,133.98,4,16,0
4529,1,0,0,2,14,0
4530,2,0,0,6,22,0
4531,1,2,101.98,1,22,1
4532,1,1,77.99,1,14,0
4533,2,2,110.98,0,13,0
4534,2,3,98.98,7,13,1
4535,2,0,0,3,5,0
4536,1,4,188.97,0,27,0
4537,2,1,60.99,5,4,1
4538,1,0,0,4,25,0
4539,3,4,123.98,5,20,1
4540,1,3,62.99,0,21,0
4541,2,0,0,0,14,0
4542,2,3,46.99,4,2,0
4543,5,0,0,6,9,0
4544,1,4,59.99,3,11,0
4545,4,1,91.98,4,13,1
4546,1,8,209.97,4,17,0
4547,1,1,65.99,4,14,0
4548,2,2,64.99,0,19,0
4549,3,0,0,6,24,0
4550,2,6,133.98,5,15,1
4551,1,3,123.98,2,24,0
4552,3,0,0,0,18,1
4553,1,0,0,1,26,1
4554,1,2,70.99,4,28,0
4555,3,1,65.99,6,23,0
4556,1,1,101.98,0,5,0
4557,1,0,0,5,23,0
4558,1,3,53.49,0,4,0
4559,1,1,62.99,3,19,0
4560,2,2,47.99,1,21,0
4561,1,0,0,5,1,0
4562,2,4,67.49,0,7,1
4563,3,0,0,5,21,0
4564,1,2,65.99,2,7,1
4565,1,1,66.49,1,10,1
4566,3,1,61.99,6,13,0
4567,2,1,67.99,5,3,0
4568,3,0,0,1,13,0
4569,1,2,137.97,7,19,1
4570,3,1,67.99,3,12,0
4571,3,1,243.96,5,15,0
4572,1,1,67.99,7,12,0
4573,3,3,59.99,2,10,1
4574,1,1,48.49,3,19,0
4575,4,1,62.49,7,4,0
4576,2,2,64.99,1,8,1
4577,2,1,79.99,4,6,0
4578,2,1,57.99,4,14,0
4579,3,0,0,6,19,0
4580,1,2,57.99,4,10,0
4581,3,0,0,2,17,1
4582,3,6,67.99,5,2,1
4583,1,0,0,5,11,0
4584,1,0,0,1,2,1
4585,1,2,48.49,3,19,0
4586,3,1,45.99,0,3,0
4587,1,1,97.98,5,12,0
4588,2,3,181.47,2,14,0
4589,2,0,0,0,9,1
4590,1,6,59.99,6,26,0
4591,2,1,49.99,0,16,1
4592,2,2,61.49,5,5,1
4593,1,4,50.49,0,15,1
4594,3,0,0,4,9,0
4595,3,4,58.99,5,14,0
4596,2,4,78.99,0,10,0
4597,3,3,55.49,5,17,1
4598,1,0,0,7,4,0
4599,1,0,0,1,9,0
4600,1,0,0,1,18,0
4601,1,1,70.49,4,15,0
4602,1,1,53.99,1,5,0
4603,3,4,67.99,7,17,0
4604,1,2,60.49,2,10,0
4605,3,0,0,2,23,1
4606,2,9,63.99,0,2,0
4607,1,1,55.49,4,24,0
4608,1,1,80.99,5,29,0
4609,1,5,69.49,4,1,1
4610,3,8,132.98,5,22,1
4611,2,0,0,4,15,0
4612,2,0,0,5,10,0
4613,4,1,107.98,0,15,1
4614,1,1,131.98,7,15,1
4615,1,2,51.49,0,9,0
4616,2,1,73.99,1,27,0
4617,3,2,131.98,1,1,0
4618,1,4,58.99,4,15,0
4619,1,0,0,4,5,1
4620,1,5,66.99,0,22,0
4621,2,3,60.49,4,2,0
4622,1,3,194.97,0,16,0
4623,3,2,59.99,4,1,1
4624,1,4,61.99,5,14,0
4625,1,4,50.49,5,19,0
4626,3,4,50.49,1,17,0
4627,4,13,57.49,4,16,0
4628,2,2,127.98,0,11,0
4629,3,1,42.99,5,7,1
4630,1,2,56.99,4,22,0
4631,1,2,54.49,6,7,0
4632,1,2,151.98,5,11,0
4633,2,3,60.99,6,24,0
4634,1,1,58.99,6,11,1
4635,2,4,263.96,5,26,0
4636,1,0,0,0,22,0
4637,2,0,0,1,20,0
4638,4,0,0,2,19,0
4639,2,1,60.99,6,19,0
4640,4,1,218.97,5,9,1
4641,1,0,0,3,1,1
4642,3,2,61.99,4,16,0
4643,1,0,0,5,17,0
4644,3,0,0,6,19,0
4645,1,1,150.98,0,14,0
4646,1,0,0,6,12,0
4647,2,4,242.97,5,20,0
4648,2,0,0,5,11,1
4649,2,2,52.99,6,13,0
4650,3,0,0,2,18,0
4651,2,4,52.99,2,19,0
4652,3,3,200.97,1,20,0
4653,1,6,36.99,7,23,0
4654,2,0,0,2,10,0
4655,3,1,73.49,2,9,0
4656,1,2,73.49,1,22,0
4657,3,0,0,4,8,1
4658,2,0,0,7,2,1
4659,3,7,75.99,2,25,0
4660,1,1,57.99,3,17,0
4661,1,1,54.49,7,1,0
4662,1,2,227.97,4,2,1
4663,1,0,0,4,13,0
4664,1,1,111.98,5,9,0
4665,2,7,136.98,1,1,0
4666,1,1,55.99,7,9,1
4667,1,3,230.97,5,13,0
4668,1,2,70.99,5,15,1
4669,3,3,50.99,6,18,1
4670,3,1,61.49,7,24,0
4671,3,3,72.49,5,20,0
4672,5,1,63.99,1,29,1
4673,3,0,0,7,16,0
4674,2,0,0,4,12,0
4675,4,5,111.98,1,9,0
4676,3,1,79.99,6,20,0
4677,1,0,0,2,1,0
4678,1,6,191.97,1,14,0
4679,1,4,72.49,5,16,0
4680,1,6,60.49,4,13,0
4681,3,1,126.98,5,10,0
4682,3,5,55.99,6,14,0
4683,3,1,64.49,5,3,1
4684,1,0,0,0,1,0
4685,1,4,41.99,4,18,0
4686,2,5,61.99,6,12,0
4687,3,0,0,1,18,0
4688,2,0,0,5,7,0
4689,3,0,0,5,17,0
4690,2,0,0,3,19,0
4691,1,1,62.49,6,16,0
4692,2,0,0,1,27,1
4693,1,0,0,4,12,0
4694,1,4,41.99,2,4,0
4695,2,4,76.49,5,27,0
4696,3,0,0,1,14,0
4697,1,2,51.49,4,10,0
4698,3,1,112.98,0,18,0
4699,5,2,179.97,1,22,0
4700,4,0,0,2,20,0
4701,3,0,0,0,22,0
4702,3,1,61.49,6,18,0
4703,1,6,61.99,2,20,1
4704,4,0,0,1,10,0
4705,1,5,209.97,2,16,1
4706,1,2,105.98,4,21,1
4707,1,0,0,1,18,0
4708,1,7,170.97,2,21,0
4709,2,5,56.99,5,22,0
4710,4,4,91.99,1,2,1
4711,1,1,185.97,0,12,1
4712,1,3,202.47,5,23,0
4713,2,2,203.96,0,17,0
4714,1,1,59.49,5,28,0
4715,1,4,89.98,3,19,0
4716,3,0,0,0,14,0
4717,1,0,0,6,16,0
4718,3,1,53.99,7,18,0
4719,5,13,60.99,4,10,0
4720,1,2,63.49,4,6,1
4721,3,0,0,4,21,0
4722,1,0,0,5,18,0
4723,1,0,0,1,16,0
4724,3,1,44.99,7,17,0
4725,4,6,153.98,6,9,1
4726,3,1,182.97,5,1,0
4727,3,0,0,0,20,0
4728,1,3,51.99,0,9,1
4729,1,1,68.99,3,11,0
4730,1,2,64.99,4,17,0
4731,1,3,52.49,4,12,1
4732,3,1,139.98,1,12,0
4733,1,1,37.99,4,27,0
4734,5,1,139.98,6,18,0
4735,3,3,78.49,1,5,1
4736,2,1,60.49,2,18,0
4737,3,1,51.99,2,15,0
4738,1,1,123.98,5,22,0
4739,3,1,47.49,2,15,0
4740,1,0,0,0,13,0
4741,3,0,0,5,16,1
4742,3,1,141.98,3,10,0
4743,1,1,46.49,2,29,0
4744,1,8,61.99,0,27,0
4745,1,2,51.99,1,14,0
4746,1,0,0,0,3,0
4747,3,1,203.97,1,24,1
4748,1,1,65.49,5,8,1
4749,3,1,58.49,6,24,1
4750,2,8,139.98,6,20,1
4751,1,1,66.99,1,15,1
4752,1,1,55.99,0,18,1
4753,1,1,65.99,7,16,0
4754,1,2,65.99,2,17,0
4755,2,0,0,3,10,1
4756,1,0,0,5,15,0
4757,2,5,49.99,2,13,0
4758,3,2,53.49,2,18,1
4759,2,0,0,1,5,0
4760,1,0,0,1,14,0
4761,3,1,59.99,4,21,0
4762,1,3,50.49,5,15,0
4763,1,2,67.49,7,8,0
4764,3,0,0,0,13,0
4765,2,2,145.98,6,2,0
4766,1,0,0,5,17,1
4767,2,0,0,0,14,1
4768,2,0,0,2,1,0
4769,1,1,197.97,0,24,0
4770,2,3,70.99,5,28,1
4771,1,1,41.99,7,3,1
4772,1,0,0,0,24,1
4773,3,0,0,3,6,0
4774,2,0,0,6,15,0
4775,3,0,0,0,25,0
4776,1,1,61.99,5,13,0
4777,4,0,0,2,4,0
4778,1,1,104.98,6,12,0
4779,3,3,71.99,4,17,0
4780,1,4,218.97,3,7,0
4781,1,3,191.97,1,7,1
4782,1,3,64.99,6,14,0
4783,3,1,77.99,5,23,0
4784,3,3,62.49,4,17,1
4785,1,0,0,5,3,0
4786,3,2,49.99,2,18,0
4787,1,1,50.99,5,17,0
4788,3,3,265.96,6,19,0
4789,1,0,0,1,24,0
4790,2,3,107.98,4,8,0
4791,3,1,57.99,5,19,0
4792,2,0,0,2,10,0
4793,1,3,66.49,6,15,0
4794,1,1,188.97,5,7,0
4795,1,5,44.49,4,13,0
4796,2,1,46.49,1,6,1
4797,1,9,49.49,5,12,0
4798,2,1,57.49,0,12,0
4799,1,0,0,2,12,1
4800,3,0,0,0,19,0
4801,2,1,103.98,3,3,0
4802,4,3,49.49,0,18,0
4803,3,0,0,6,18,0
4804,2,1,135.98,3,6,0
4805,3,0,0,5,19,1
4806,1,8,47.49,7,20,0
4807,3,4,126.98,2,17,0
4808,1,3,55.99,5,12,1
4809,1,6,54.49,4,4,1
4810,2,8,129.98,4,8,0
4811,3,8,65.99,1,13,0
4812,3,1,75.99,5,15,0
4813,3,0,0,4,17,0
4814,2,0,0,1,12,0
4815,3,3,54.99,1,18,0
4816,3,4,54.99,0,15,0
4817,2,1,113.98,1,16,0
4818,2,1,115.98,3,1,0
4819,3,3,141.98,6,11,0
4820,3,0,0,2,14,0
4821,1,0,0,4,3,1
4822,1,0,0,0,23,0
4823,4,1,191.97,4,11,1
4824,4,1,51.99,4,12,1
4825,3,0,0,2,15,0
4826,4,4,119.98,6,8,0
4827,1,3,191.97,4,15,0
4828,1,12,66.49,5,21,1
4829,1,4,71.99,1,21,0
4830,1,1,50.49,4,9,1
4831,3,0,0,6,23,0
4832,1,7,66.99,2,14,0
4833,2,4,65.99,5,12,1
4834,3,1,64.49,6,14,1
4835,3,2,55.99,4,13,0
4836,3,2,61.49,6,21,0
4837,1,7,57.99,1,4,0
4838,2,5,68.99,1,4,1
4839,1,1,82.99,1,15,0
4840,1,2,59.99,5,17,0
4841,1,1,69.49,0,30,1
4842,3,1,62.49,2,8,1
4843,3,4,135.98,2,18,1
4844,2,1,60.99,5,22,1
4845,3,1,62.99,4,19,0
4846,2,0,0,2,3,0
4847,3,3,115.98,2,22,0
4848,3,0,0,2,5,0
4849,5,6,59.99,1,18,0
4850,5,0,0,1,3,0
4851,3,4,72.99,4,9,0
4852,1,0,0,0,5,1
4853,1,0,0,2,20,0
4854,1,4,61.99,4,3,0
4855,1,1,205.47,0,22,0
4856,1,2,209.96,4,16,0
4857,3,0,0,7,12,0
4858,1,0,0,7,4,0
4859,2,0,0,4,7,0
4860,3,1,194.97,5,6,0
4861,2,0,0,7,27,0
4862,2,0,0,7,1,1
4863,1,3,63.98,4,20,0
4864,3,3,158.97,1,13,0
4865,3,0,0,5,2,1
4866,1,1,122.98,7,18,0
4867,3,0,0,4,4,0
4868,1,0,0,1,14,1
4869,1,1,53.49,5,14,1
4870,2,0,0,4,17,0
4871,3,2,56.99,5,17,0
4872,3,1,73.99,5,8,0
4873,1,2,74.49,4,11,1
4874,4,0,0,1,18,0
4875,3,0,0,7,18,1
4876,1,2,114.98,0,11,0
4877,1,1,58.99,6,3,1
4878,1,19,157.47,0,22,0
4879,3,0,0,1,14,1
4880,3,1,65.99,5,13,0
4881,4,1,67.49,2,7,1
4882,1,2,56.99,1,10,0
4883,1,4,70.99,5,5,0
4884,1,2,152.97,7,7,1
4885,3,3,68.99,4,12,0
4886,1,3,54.99,1,23,0
4887,4,0,0,2,10,0
4888,3,1,159.98,1,3,0
4889,3,1,67.99,0,14,1
4890,3,2,59.99,1,20,0
4891,2,4,64.99,5,9,0
4892,1,1,64.49,5,19,0
4893,1,1,61.99,6,4,0
4894,1,1,63.99,1,2,0
4895,3,1,52.99,4,27,0
4896,1,0,0,4,17,0
4897,3,0,0,0,19,0
4898,3,7,133.98,1,4,1
4899,1,1,49.49,0,2,0
4900,2,0,0,6,23,0
4901,3,3,69.99,3,22,1
4902,2,1,50.99,6,15,0
4903,1,0,0,3,5,1
4904,1,2,68.99,6,1,1
4905,2,3,64.99,7,2,0
4906,3,1,58.99,7,12,0
4907,2,0,0,4,8,0
4908,1,2,121.98,1,11,0
4909,3,0,0,1,19,0
4910,5,2,64.99,1,20,0
4911,4,0,0,6,15,0
4912,2,2,65.99,0,4,0
4913,1,2,217.96,4,13,0
4914,3,3,66.99,4,24,0
4915,1,0,0,1,26,0
4916,4,0,0,5,15,0
4917,3,3,57.49,1,5,0
4918,2,2,43.99,5,17,0
4919,1,3,50.99,4,17,0
4920,1,5,52.99,1,16,0
4921,1,3,191.97,1,10,0
4922,1,0,0,7,2,1
4923,3,1,65.49,3,20,0
4924,1,2,110.98,6,6,1
4925,2,0,0,0,20,0
4926,1,0,0,7,9,0
4927,2,1,122.97,4,9,0
4928,3,0,0,4,10,0
4929,2,0,0,5,20,0
4930,1,2,124.98,1,17,0
4931,3,2,190.47,4,11,0
4932,1,1,63.99,0,10,0
4933,1,1,176.97,4,17,0
4934,3,3,54.49,7,16,1
4935,1,2,219.96,7,2,0
4936,2,0,0,5,16,0
4937,1,0,0,7,26,1
4938,3,3,121.98,0,25,0
4939,4,0,0,5,10,0
4940,4,1,83.49,0,11,0
4941,3,8,53.49,0,2,1
4942,1,1,67.99,1,4,1
4943,4,3,50.99,2,2,0
4944,1,4,137.97,5,22,0
4945,1,2,48.49,0,15,0
4946,1,2,120.98,6,4,0
4947,1,2,45.99,5,11,0
4948,3,4,197.97,6,18,1
4949,2,0,0,5,9,0
4950,1,6,66.99,2,17,0
4951,2,1,118.98,0,6,0
4952,3,6,63.99,1,15,1
4953,1,4,58.49,0,22,0
4954,3,6,74.99,0,20,0
4955,3,4,44.99,4,4,0
4956,1,3,124.98,6,1,0
4957,3,1,78.49,2,19,1
4958,3,4,63.49,2,10,0
4959,4,2,77.99,4,14,0
4960,3,2,57.99,1,20,0
4961,1,4,63.99,7,19,0
4962,1,2,62.99,1,20,1
4963,3,8,54.99,6,1,0
4964,1,1,127.98,6,15,1
4965,1,1,72.99,1,9,0
4966,1,0,0,3,2,0
4967,3,11,82.99,1,15,0
4968,4,9,80.99,5,14,0
4969,1,1,57.49,1,3,0
4970,1,1,107.98,1,21,0
4971,3,0,0,5,13,0
4972,3,0,0,5,16,1
4973,2,7,33.99,4,18,0
4974,1,2,48.49,0,3,1
4975,1,2,132.98,7,27,1
4976,3,0,0,6,2,0
4977,1,1,140.97,5,25,0
4978,2,4,68.99,6,18,0
4979,4,5,59.99,2,3,1
4980,5,3,57.49,3,15,1
4981,3,5,65.49,1,24,0
4982,2,0,0,4,9,0
4983,3,0,0,0,12,0
4984,1,1,170.97,1,7,0
4985,1,6,58.49,5,16,0
4986,3,0,0,1,9,0
4987,1,2,54.99,5,19,1
4988,1,3,46.99,2,11,0
4989,2,1,66.49,1,7,0
4990,5,2,54.99,1,12,0
4991,2,4,60.99,5,17,0
4992,2,3,137.98,7,23,1
4993,3,0,0,4,20,0
4994,2,0,0,0,23,0
4995,3,1,64.99,1,13,0
4996,1,3,139.98,4,13,0
4997,1,0,0,0,19,0
4998,3,6,72.99,4,21,0
4999,3,2,53.99,2,8,1
5000,1,0,0,1,11,0
5001,3,0,0,4,24,0
5002,1,12,59.99,7,10,1
5003,2,1,69.49,4,13,1
5004,1,2,119.98,2,12,1
5005,2,0,0,7,15,0
5006,3,3,72.49,1,15,0
5007,1,3,82.99,6,6,0
5008,3,0,0,2,16,0
5009,1,0,0,6,10,1
5010,3,0,0,7,18,0
5011,3,1,214.47,3,21,0
5012,3,2,61.49,2,17,0
5013,3,2,72.99,6,24,0
5014,3,0,0,6,11,1
5015,1,2,60.99,0,12,0
5016,1,0,0,1,18,1
5017,3,0,0,5,25,1
5018,1,1,80.49,4,33,0
5019,3,1,55.49,4,12,1
5020,1,2,133.98,5,20,0
5021,1,6,53.49,7,9,1
5022,3,0,0,1,16,0
5023,1,0,0,6,10,0
5024,3,0,0,1,17,0
5025,1,2,67.99,3,18,0
5026,3,3,73.49,4,29,1
5027,2,3,53.49,2,10,1
5028,3,1,107.98,6,21,0
5029,1,0,0,4,20,1
5030,2,6,50.99,1,18,0
5031,1,2,55.99,0,15,1
5032,2,6,59.99,2,2,1
5033,2,0,0,7,14,1
5034,1,1,40.99,4,13,0
5035,1,2,56.99,6,17,0
5036,3,1,62.99,4,15,0
5037,1,3,182.97,1,13,1
5038,1,3,58.99,4,12,0
5039,1,6,58.49,6,11,0
5040,3,0,0,4,11,1
5041,1,2,65.99,4,13,0
5042,2,4,157.98,2,6,0
5043,2,0,0,3,26,1
5044,1,5,73.49,4,10,0
5045,1,2,74.99,0,12,0
5046,1,2,117.98,0,14,0
5047,1,8,52.49,1,7,0
5048,1,0,0,4,13,1
5049,2,10,57.99,1,5,0
5050,1,2,64.99,0,22,0
5051,3,4,48.99,5,16,0
5052,1,0,0,3,20,0
5053,3,0,0,7,28,0
5054,1,2,65.49,1,14,1
5055,3,1,67.99,3,14,0
5056,5,0,0,6,6,1
5057,1,3,60.99,2,9,1
5058,1,0,0,4,3,1
5059,1,0,0,0,15,0
5060,2,1,72.99,1,5,0
5061,1,6,63.49,2,26,0
5062,1,0,0,0,3,1
5063,1,0,0,7,17,0
5064,3,0,0,5,14,1
5065,2,4,55.99,5,15,1
5066,1,0,0,4,17,0
5067,3,3,49.49,2,25,0
5068,3,2,68.49,3,18,1
5069,3,3,146.98,2,14,0
5070,3,1,78.99,0,12,0
5071,3,2,55.99,2,14,0
5072,3,1,111.98,2,26,0
5073,1,0,0,2,2,0
5074,3,3,48.99,1,18,1
5075,3,1,49.99,1,13,0
5076,1,1,60.99,5,8,0
5077,2,0,0,0,13,1
5078,1,2,59.99,2,11,1
5079,1,3,63.99,6,6,0
5080,2,12,72.99,5,17,1
5081,4,0,0,6,11,1
5082,2,4,46.99,6,20,1
5083,3,2,51.99,5,1,0
5084,2,1,229.96,5,25,0
5085,1,0,0,0,2,0
5086,3,12,79.49,7,20,0
5087,5,0,0,5,5,0
5088,3,0,0,4,15,1
5089,1,0,0,1,19,0
5090,1,1,46.99,5,20,0
5091,1,3,61.49,7,23,0
5092,1,1,217.47,2,10,1
5093,2,0,0,4,8,1
5094,2,0,0,4,3,0
5095,3,3,53.99,3,13,1
5096,5,1,44.99,7,6,0
5097,1,1,141.98,0,10,0
5098,5,3,67.49,4,5,0
5099,1,6,182.97,4,9,0
5100,3,0,0,6,10,1
5101,5,4,69.99,5,17,0
5102,3,2,61.49,6,13,0
5103,2,1,57.99,4,16,0
5104,2,3,55.99,2,3,0
5105,5,7,60.99,0,15,0
5106,3,1,131.98,5,13,0
5107,3,2,63.99,4,9,0
5108,3,0,0,5,22,0
5109,1,1,68.99,2,16,0
5110,3,0,0,1,25,0
5111,1,3,56.99,0,15,1
5112,1,4,51.49,1,19,1
5113,3,2,95.98,0,14,0
5114,1,0,0,4,14,0
5115,3,0,0,2,18,0
5116,1,1,117.98,2,11,0
5117,3,2,76.49,4,18,0
5118,1,2,140.98,1,18,0
5119,3,3,74.99,5,7,0
5120,1,1,62.49,7,6,0
5121,2,0,0,2,13,0
5122,3,0,0,1,13,0
5123,3,1,59.99,1,8,0
5124,2,2,139.98,0,6,1
5125,1,3,123.98,4,19,0
5126,1,2,54.99,2,4,0
5127,4,0,0,3,11,0
5128,4,6,126.98,6,11,0
5129,1,4,68.99,6,26,1
5130,3,6,39.99,7,18,0
5131,1,1,123.98,1,10,0
5132,2,0,0,2,19,0
5133,3,1,131.98,4,19,0
5134,1,0,0,1,13,0
5135,3,3,56.49,0,15,0
5136,2,0,0,5,24,0
5137,3,6,44.99,1,27,0
5138,3,0,0,7,11,1
5139,1,6,49.49,3,21,0
5140,3,0,0,1,1,0
5141,2,2,61.99,5,19,0
5142,3,0,0,7,24,0
5143,3,0,0,5,28,0
5144,1,0,0,0,1,1
5145,4,1,54.99,2,12,0
5146,1,0,0,0,21,0
5147,1,0,0,6,15,0
5148,3,0,0,6,4,1
5149,1,3,61.49,2,9,0
5150,3,0,0,3,17,1
5151,5,3,126.98,1,15,0
5152,2,1,50.49,1,18,0
5153,3,3,44.99,0,17,0
5154,2,0,0,3,14,0
5155,2,1,60.49,1,18,0
5156,1,1,52.49,0,19,0
5157,1,4,70.49,4,7,0
5158,3,2,52.99,5,13,1
5159,1,0,0,6,2,1
5160,2,0,0,4,25,1
5161,4,0,0,5,19,0
5162,3,1,132.98,1,16,0
5163,2,0,0,4,7,0
5164,1,9,70.99,5,13,0
5165,1,4,51.99,5,3,1
5166,1,2,60.99,4,17,1
5167,3,5,187.47,0,11,1
5168,1,0,0,0,3,1
5169,1,1,139.98,6,13,0
5170,2,1,58.99,6,10,0
5171,1,6,54.99,4,10,0
5172,1,2,48.99,1,18,0
5173,3,0,0,7,22,0
5174,2,6,143.98,5,19,0
5175,3,4,57.49,1,18,0
5176,2,6,55.49,6,17,0
